,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
3653,노트북으로 동영상 강의를 보면서 외국어 공부를 할 거야.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,46,female
3654,이번에 마라톤 대회에 내 기록이 좋게 나왔어.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,48,female
3655,"선수급처럼 잘하진 않고 그냥 기록이 잘 나왔어, 오늘은.",happiness,happiness,1,happiness,2,happiness,1,happiness,1,surprise,1,48,female
3656,비싼 노트북을 샀으니까 노트북 보험에 가입해서 오래 쓸 수 있도록 해봐야겠어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,46,female
3657,뛰는 동안 정말 힘들었는데 결승선을 통과하니깐 힘든게 싹 사라지더라고.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,neutral,0,48,female
3658,같이 운동하는 모임이 있어.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,happiness,1,48,female
3659,아니 요즘 다 왜 이러는거야? 정말 이해가 안 돼.,angry,angry,2,angry,2,angry,1,angry,1,angry,2,46,female
3661,나 요즘 주식 하는데 후회가 돼.,sadness,sadness,1,sadness,1,sadness,2,sadness,1,sadness,2,48,female
3662,친구가 주식 하자고 해서 하게 된 거야.,sadness,sadness,1,sadness,1,sadness,2,sadness,1,sadness,2,48,female
3663,바이오 주식이야. 요즘 괜찮다고 하더라고.,sadness,neutral,0,neutral,0,sadness,2,sadness,1,sadness,1,48,female
3665,다른 바이오 주식들은 다 떴는데 내가 산 것만 지금 가격이 빠지고 있어.,sadness,fear,1,sadness,2,sadness,2,sadness,1,sadness,2,48,female
3666,지금 팔 수도 없어. 손해가 너무 심하거든.,sadness,fear,1,sadness,2,sadness,2,sadness,1,sadness,2,48,female
3667,사과가 진실되게 느껴지지 않고 자기 변명만 늘어놓고 있어서 보고 있으니까 더 화가 났어.,angry,angry,1,angry,2,angry,1,angry,1,angry,2,46,female
3668,나 지금 기분이 너무 안좋은데 어떤 영상을 추천해줄건데?,angry,angry,1,angry,1,angry,1,angry,1,sadness,2,46,female
3671,자다가 들어서 얼마나 놀랐는지 몰라. 정신이 정말 없었어.,surprise,surprise,1,surprise,2,surprise,2,disgust,1,surprise,1,48,female
3672,다행히 많이 진정이 되었어. 하지만 자는게 두렵긴 해.,surprise,fear,1,fear,2,fear,2,fear,1,fear,1,48,female
3673,그렇지. 천둥만 몇 번 치더니 끝났어.,surprise,neutral,0,fear,1,sadness,2,neutral,0,neutral,0,48,female
3675,맞아. 우리 집 화장실은 환풍기가 없어.,angry,disgust,1,angry,2,sadness,2,disgust,1,sadness,2,48,female
3676,맞아. 그래서 그런가 하루종일 화장실 청소만 하는 것 같아.,angry,angry,1,angry,2,sadness,2,disgust,1,sadness,2,48,female
3677,내가 왜 그 생각을 못했지?,angry,surprise,1,angry,1,sadness,2,surprise,1,surprise,2,48,female
3678,지금 당장 구매하고 싶어. 좀 알아봐 줘.,angry,neutral,0,angry,1,sadness,2,disgust,1,sadness,1,48,female
3680,쓰레기통에다 내가 음식물쓰레길 버렸어.,disgust,sadness,1,disgust,2,disgust,2,disgust,1,sadness,2,48,female
3681,냄새 나자마자 묶어서 버렸어.,disgust,disgust,1,disgust,2,disgust,2,disgust,1,angry,1,48,female
3682,냄새나는 곳에 방향제 뿌리면 냄새가 더 독할까봐서.,disgust,fear,1,disgust,2,disgust,2,disgust,1,sadness,1,48,female
3683,괜찮아. 내가 잘못한건데 뭐.,disgust,sadness,1,disgust,1,sadness,2,neutral,0,sadness,1,48,female
3684,드디어 새로 산 노트북이 오늘 도착했어.,happiness,happiness,1,happiness,1,sadness,1,happiness,1,neutral,0,48,female
3685,용돈 모아서 산거라서 비싼거 못샀어.,happiness,neutral,0,happiness,1,sadness,1,neutral,0,sadness,1,48,female
3686,알았어. 사용설명서 보고 꼼꼼히 살펴볼게.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,neutral,0,48,female
3687,그런 보험이 있으면 지금 당장 가입해야지.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,neutral,0,48,female
3688,니가 그 새끼한테 당했어도 그런 얘기를 했을까?,angry,disgust,2,angry,2,angry,2,angry,2,angry,2,48,female
3689,아무음악이나 들려줘.,angry,disgust,2,angry,1,angry,1,angry,1,angry,1,48,female
3690,나 오늘 짭새가 몰려있길래 구경 갔다왔어.,neutral,neutral,0,fear,1,angry,2,neutral,0,neutral,0,48,female
3691,나도 잘 모르겠어. 왜 몰려있는지.,neutral,neutral,0,fear,1,angry,1,neutral,0,neutral,0,48,female
3692,구경도 못하고 쫓겨났어. 가라고 하잖아.,neutral,angry,1,fear,1,angry,2,neutral,0,angry,1,48,female
3693,짭새가 몰려있길래 구경하고 왔어.,neutral,neutral,0,fear,1,angry,1,neutral,0,surprise,1,48,female
3695,요즘 건강 괜찮아. 걱정하지 마.,neutral,angry,1,happiness,1,angry,1,neutral,0,neutral,0,48,female
3696,오늘 짭새가 몰려있길래 구경하고 왔어.,neutral,neutral,0,fear,1,angry,2,neutral,0,neutral,0,48,female
3697,그러니깐 나도 그거 궁금해서 보러갔다가 쫓겨났어.,neutral,angry,1,fear,1,angry,2,angry,1,angry,1,48,female
3698,그런건 아닌 거 같애. 잘은 못봤지만.,neutral,disgust,2,fear,1,angry,1,neutral,0,neutral,0,48,female
3699,어 비가 너무 많이 와서.,angry,sadness,1,angry,1,sadness,1,neutral,0,sadness,1,35,female
3700,어. 바닷가 가려고 했어.,angry,sadness,1,angry,1,sadness,1,neutral,0,neutral,0,35,female
3701,어. 1년만에 휴가야.,angry,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
3702,어. 그러는게 좋겠다.,angry,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
3703,그건 괜찮았어.,surprise,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
3704,나 축하해줘. 좋은 일이 있어.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,happiness,1,35,female
3705,같이 뛰는 크루 없어.,happiness,neutral,0,happiness,2,sadness,1,neutral,0,sadness,1,35,female
3707,엄청 내렸어.,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,35,female
3708,에. 한번 봐야지.,sadness,fear,1,sadness,1,sadness,1,neutral,0,happiness,1,35,female
3709,응. 천둥번개 소리때문에.,surprise,surprise,1,surprise,2,sadness,1,sadness,1,fear,1,35,female
3710,응. 좀 괜찮아졌어.,surprise,neutral,0,surprise,1,happiness,1,neutral,0,neutral,0,35,female
3711,다른 건 없었어.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,neutral,0,35,female
3713,그런건가? 잘 모르겠네.,angry,neutral,0,angry,1,sadness,1,disgust,1,angry,2,35,female
3714,아 그거 한 번 써볼까?,angry,neutral,0,angry,1,sadness,1,neutral,0,angry,1,35,female
3715,어 그래 알겠어.,angry,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,35,female
3716,쓰레기통에 역겨운 냄새가 나고있어.,disgust,fear,1,disgust,2,disgust,2,disgust,2,disgust,2,35,female
3717,그건 잘 모르겠어.,disgust,neutral,0,disgust,1,sadness,1,disgust,2,disgust,1,35,female
3718,그러는 게 좋겠어.,disgust,neutral,0,happiness,1,sadness,1,disgust,1,disgust,1,35,female
3720,드디어 노트북 구매했어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,35,female
3721,진짜 싼 거 샀어.,happiness,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
3722,어. 영화나 좀 보려고.,happiness,neutral,0,happiness,1,neutral,0,happiness,1,neutral,0,35,female
3723,진짜 고마워.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,35,female
3724,아 짜증나. 그새끼는 일없으면 집에나 갈 것이지. 왜 히스테리 부려?,angry,disgust,2,angry,2,angry,2,angry,2,angry,2,35,female
3725,뭐 어때 들리는 것도 아닌걸.,angry,disgust,1,angry,1,angry,1,angry,1,angry,2,35,female
3726,난 발라드가 좋아.,angry,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
3728,알았어. 참고할게.,neutral,disgust,1,happiness,1,sadness,2,neutral,0,neutral,0,35,female
3729,아까 짭새가 몰려있어서 구경다녀왔어.,neutral,neutral,0,fear,1,sadness,2,neutral,0,neutral,0,35,female
3730,아니. 우산 없는데?,neutral,neutral,0,angry,1,sadness,1,neutral,0,sadness,1,35,female
3732,아니? 그건 아닌 것 같고.,neutral,neutral,0,fear,1,sadness,1,neutral,0,angry,1,35,female
3733,울적한 마음을 노래와 영화로 달래라고?,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,46,female
3734,시원하고 맛있는 걸 먹으면 기분이 나아져?,sadness,neutral,0,happiness,1,happiness,1,sadness,1,sadness,1,46,female
3735,헐. 나 이벤트에 당첨되었어.,happiness,surprise,1,happiness,2,happiness,2,surprise,1,happiness,1,46,female
3736,당첨자는 한 명 뽑는 거였는데 내가 당첨됐어. 너무 운이 좋은 것 같아.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
3737,당첨선물이 내가 좋아하는 향수라서 너무 마음에 들어.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
3738,주변사람들한테 이벤트에 당첨돼서 비싼 향수를 받았다고 자랑했더니 다들 부러워해.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
3739,글쎄 아까 해피를 산책시키다가 깜짝 놀랐어.,surprise,surprise,1,surprise,2,surprise,1,neutral,0,surprise,2,46,female
3741,내가 막 달려가서 해피를 안고 왔기 때문에 다행히 아무 일도 없었어.,surprise,surprise,1,surprise,2,sadness,1,neutral,0,fear,1,46,female
3742,해피가 막 달려가서 사람들이 조금 놀라긴 했는데 다들 괜찮다고 했어.,surprise,surprise,1,surprise,2,sadness,1,neutral,0,neutral,0,46,female
3744,10km 마라톤 대회에 출전해서 내가 이전 기록을 훨씬 갱신했어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,2,46,female
3745,내가 달리는 운동을 너무 좋아해서 매번 마라톤 대회에 나갈려고 노력하고 있어.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,1,46,female
3747,주식을 추천해 준 사람이 전자종목이 오를 거라고 해서 전자종목을 구입했어.,sadness,neutral,0,neutral,0,sadness,1,neutral,0,neutral,0,46,female
3748,어제 저녁에는 엄청 놀라서 잠도 못잤는데 지금은 마음이 진정됐어.,surprise,surprise,1,surprise,2,sadness,1,sadness,1,fear,1,46,female
3749,내가 엄청 놀란거 빼고는 아무런 피해가 없어서 정말 다행이었어.,surprise,surprise,1,surprise,1,sadness,1,neutral,0,fear,1,46,female
3751,나 혼자 집 안에 갇히게 된 거 같아서 너무 무서워.,fear,fear,2,fear,2,fear,1,fear,1,fear,2,46,female
3752,아 짜증나. 그새끼 일 다 끝났으면 집에나 갈 것이지. 남아서 나한테 뭐라고 해.,angry,disgust,2,angry,2,angry,2,angry,1,angry,2,46,female
3753,다른 직원들한테는 친절하게 하면서 나한테만 짜증내고 뭐라고 하니까 너무 많이 화가 나서 그래.,angry,angry,2,angry,2,angry,2,angry,1,angry,2,46,female
3754,알았어. 음악 들으면서 나빴던 기분 풀게. 나는 발라드 음악이 좋아.,angry,angry,1,angry,1,sadness,1,angry,1,angry,1,46,female
3755,구경 온 사람들이 너무 많아서 무슨 일인지 정확히 알 수가 없었어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,sadness,1,46,female
3756,한시간 정도 구경을 했는데 앞에 사람들이 너무 많아서 잘 모르겠더라구.,neutral,neutral,0,fear,1,sadness,1,neutral,0,sadness,2,46,female
3757,내일 비소식이 있어? 사무실에 우산이 없는데.,neutral,fear,1,angry,1,sadness,1,neutral,0,surprise,1,46,female
3759,구경나온 사람들이 너무 많아서 무슨 일인지 알수가 없었어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,neutral,0,46,female
3761,선수는 아니고 그냥 조금 열심히 하는 것뿐이야. 그 동안에 연습을 많이 했거든.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,neutral,0,46,female
3762,정말 너무 좋았어. 내가 이렇게까지 잘 달릴 줄 몰랐어. 최선의 노력인 것 같아.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,2,46,female
3763,그냥 나 혼자서 열심히 연습하고 노력하고 즐겼을 뿐이야.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,neutral,0,46,female
3765,아는 지인이 소개시켜줘서 시작했는데 자꾸 내려가고 있어.,sadness,sadness,1,sadness,1,sadness,1,sadness,1,sadness,2,46,female
3766,상황을 봐서. 자꾸 내려가면 어쩔 수 없이 팔아야겠지. 일단은 기다려보고.,sadness,fear,1,sadness,1,sadness,1,sadness,1,sadness,2,46,female
3767,나 자다가 깜짝 놀랬어.,surprise,surprise,1,surprise,2,surprise,1,surprise,1,surprise,2,46,female
3768,너무 시끄러워서 잠을 잘 수가 없었어. 바람도 쎄게 불고. 천둥 소리도 장난이 아니야. 무서웠어.,surprise,fear,2,fear,2,fear,1,disgust,1,fear,2,46,female
3769,지금은 괜찮은데 밤에는 진짜 무서웠어. 잠을 설쳐서 지금 피곤해.,surprise,fear,2,fear,2,sadness,1,disgust,1,sadness,2,46,female
3770,응. 그런 것 같아. 천둥 소리만 요란했을 뿐이니까 다른 피해는 없는 것 같아.,surprise,neutral,0,fear,1,sadness,1,neutral,0,sadness,1,46,female
3771,그런 것도 같아. 집이 오래되고 싼 맛에 들어왔더니 별로야.,angry,disgust,1,angry,1,sadness,1,sadness,1,sadness,2,46,female
3772,장마가 너무 심하니까 습기가 너무 많아. 비 좀 그만 왔음 좋겠어. 우리 집 화장실 곰팡이 좀 없어지게.,angry,disgust,1,angry,2,disgust,1,sadness,1,sadness,2,46,female
3773,써 봤지. 그런데도 별로 효과가 없더라고. 너무 오래된 집은 사는 게 아니야.,angry,disgust,1,angry,1,sadness,1,sadness,1,sadness,2,46,female
3775,내가 실수로 음식물을 넣은 것 같아. 나도 모르게 들어갔나 봐.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,sadness,2,46,female
3776,그래야겠어. 냄새가 너무 심해서 스트레스 쌓여. 어떡하지?,disgust,disgust,1,disgust,2,disgust,1,disgust,1,sadness,2,46,female
3777,그래야 할 것 같아. 냄새가 너무 독해. 냄새를 맡을 수가 없어. 청소도 더 해야될 것 같아.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,sadness,2,46,female
3778,이참에 대청소를 하고 있는 것 같아. 냄새가 심하니까 자동 더 깨끗이 치우게 되는 것 같아.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,neutral,0,46,female
3779,드디어 구매한 노트북이 도착했어. 뜯어봐야지!,happiness,happiness,1,happiness,1,happiness,1,happiness,1,happiness,2,46,female
3780,영화도 보고 게임도 하고 음악도 듣고 쇼핑도 하고 할 게 너무 많아.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,2,46,female
3781,그래 알았어. 참고할게. 보험에 가입하는 것도 좋을 것 같아. 비싸니까.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,46,female
3782,"아, 짜증 나! 그 새끼는 할 일 없으면 집에나 갈 것이지 결혼 못 한 히스테리를 나한테 부리는 건가? 왜 항상 나한테만 그럴까?",angry,angry,2,angry,2,angry,2,angry,2,angry,2,46,female
3783,나를 너무 힘들게 하고 괴롭히니까 나도 모르게 그런 소리가 나와.,angry,angry,2,angry,2,angry,1,angry,1,angry,2,46,female
3784,"옛날 노래, 트로트, 신나는 음악 좋아하지.",angry,neutral,0,happiness,1,happiness,1,happiness,1,angry,1,46,female
3785,싸우는 것을 말리는 것 같아. 나는 멀리서 보기만 하고 그냥 왔어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,neutral,0,46,female
3786,그래. 알았어. 구경 제대로 못했어. 사람들도 많고 해서 그냥 왔어.,neutral,neutral,0,fear,1,sadness,1,sadness,1,angry,1,46,female
3788,밖에 잠깐 나갔다 왔지. 내일 비가 오는 거 맞어? 우산은 항상 있어. 걱정 안 해.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,46,female
3790,누가 싸우는지 경찰들이 말리는 것 같아.,neutral,neutral,0,fear,1,sadness,1,disgust,1,neutral,0,46,female
3791,그런 것 같아. 나는 무서워서 뒤에서 조금 보다가 그냥 왔어.,neutral,neutral,0,fear,1,sadness,1,fear,1,fear,1,46,female
3792,나 너무 우울해. ,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
3793,코로나 때문에 재택 근무를 시작하면서 집 안에만 있었더니 마음이 울적해.,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
3794,나는 잔잔한 음악을 좋아해. 그리고 공포 영화를 좋아해. 내가 좋아하는 것도 찾아 줘.,sadness,happiness,1,happiness,1,sadness,1,neutral,0,neutral,0,46,female
3795,헐. 나 이벤트에 당첨 됐어.,happiness,happiness,2,happiness,2,happiness,1,happiness,2,happiness,2,46,female
3796,당첨자가 한 명인데 내가 당첨 됐어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,2,46,female
3797,당연히 아는 사람들한테 내가 이벤트에 당첨 돼서 선물을 받았다고 이야기 했지.,happiness,happiness,1,happiness,2,happiness,1,happiness,1,happiness,2,46,female
3799,단톡방에서 아는 지인이 추천해줘서 주식을 시작하게 됐어.,sadness,fear,1,neutral,0,sadness,1,neutral,0,sadness,2,46,female
